City	Country	Latitude	Longitude	Year	population
Campo Grande	Brazil	-20.45	-54.61	1985	370001.369959
Cuiabá	Brazil	-15.61	-56.09	1985	370001.534344
Curitiba	Brazil	-25.43	-49.28	1985	1550001.79185
Florianópolis	Brazil	-27.57	-48.61	1985	410001.083636
Fortaleza	Brazil	-3.78	-38.58	1985	1820001.26014
Goiânia	Brazil	-16.72	-49.25	1985	920001.734155
Grande São Luís	Brazil	-2.51	-44.3	1985	550001.932148
Grande Vitória	Brazil	-20.3	-40.35	1985	870001.019957
João Pessoa	Brazil	-7.12	-34.86	1985	540001.892845
Maceió	Brazil	-9.67	-35.74	1985	530001.926094
Manaus	Brazil	-3.12	-60.01	1985	760001.47896
Natal	Brazil	-5.8	-35.21	1985	570001.978603
Norte/Nordeste Catarinense	Brazil	-26.32	-48.84	1985	480001.710708
Pôrto Alegre	Brazil	-30.04	-51.2	1985	2500001.196
Recife	Brazil	-8.08	-34.91	1985	2390001.22765
Rio de Janeiro	Brazil	-22.72	-43.45	1985	9090001.22686
Salvador	Brazil	-12.99	-38.48	1985	1980001.78836
São Paulo	Brazil	-23.58	-46.62	1985	13400001.3249
Teresina	Brazil	-5.1	-42.8	1985	490001.311288
Dimashq	Syrian Arab Republic	33.49	36.29	1985	1550001.83807
Halab	Syrian Arab Republic	36.21	37.15	1985	1290001.17148
Hims	Syrian Arab Republic	34.73	36.71	1985	470001.643497
Krung Thep	Thailand	13.75	100.51	1985	5280001.06381
Lomé	Togo	6.1	1.2	1985	470001.462678
Dubayy	United Arab Emirates	25.27	55.32	1985	340001.321668
Adana	Turkey	37.0	35.32	1985	760001.266121
Ankara	Turkey	39.92	32.85	1985	2210001.52902
Antalya	Turkey	36.89	30.7	1985	260001.619065
Bursa	Turkey	40.19	29.07	1985	600001.141187
Gaziantep	Turkey	37.04	37.3	1985	470001.142626
Istanbul	Turkey	41.06	29.0	1985	5410001.58156
Izmir	Turkey	38.43	27.14	1985	1470001.09508
Konya	Turkey	37.87	32.48	1985	430001.810451
Kampala	Uganda	0.32	32.57	1985	600001.506594
Dnipropetrovs'k	Ukraine	48.42	35.13	1985	1140001.29539
Donets'k	Ukraine	48.04	37.73	1985	1080001.85915
Kharkiv	Ukraine	49.98	36.2	1985	1540001.74243
Kyiv	Ukraine	50.44	30.5	1985	2410001.48272
Odesa	Ukraine	46.46	30.73	1985	1080001.80019
Zaporizhzhya	Ukraine	47.85	35.15	1985	840001.43923
Al-Iskandariyah	Egypt	31.2	29.9	1985	2830001.97421
Al-Qahirah	Egypt	30.07	31.25	1985	8330001.95734
Birmingham	United Kingdom	52.49	-1.86	1985	2330001.12666
Glasgow	United Kingdom	55.86	-4.26	1985	1330001.58061
Liverpool	United Kingdom	53.42	-2.97	1985	790001.254331
London	United Kingdom	51.48	-0.17	1985	7670001.13394
Manchester	United Kingdom	53.47	-2.26	1985	2310001.19036
Newcastle upon Tyne	United Kingdom	54.96	-1.6	1985	820001.142957
West Yorkshire	United Kingdom	53.79	-1.54	1985	1460001.43271
Dar es Salaam	United Republic of Tanzania	-6.81	39.25	1985	1050001.00237
Atlanta	United States of America	33.79	-84.34	1985	1880001.20247
Austin	United States of America	30.27	-97.73	1985	470001.588497
Baltimore	United States of America	39.32	-76.61	1985	1800001.40908
Boston	United States of America	42.37	-71.1	1985	3350001.39069
Bridgeport-Stamford	United States of America	41.18	-73.19	1985	710001.849808
Buffalo	United States of America	42.89	-78.84	1985	980001.679476
Charlotte	United States of America	35.2	-80.83	1985	400001.943876
Chicago	United States of America	41.82	-87.64	1985	7280001.14784
Cincinnati	United States of America	39.14	-84.47	1985	1280001.41025
Cleveland	United States of America	41.39	-81.72	1985	1710001.10026
Columbus, Ohio	United States of America	40.04	-82.99	1985	890001.556051
Dallas-Fort Worth	United States of America	32.76	-96.66	1985	2820001.32117
Dayton	United States of America	39.75	-84.19	1985	600001.880358
Denver-Aurora	United States of America	39.57	-105.07	1985	1440001.75836
Detroit	United States of America	42.39	-83.07	1985	3750001.14069
El Paso	United States of America	31.77	-106.45	1985	510001.859482
Hartford	United States of America	41.76	-72.7	1985	760001.60923
Honolulu	United States of America	21.32	-157.86	1985	610001.827849
Houston	United States of America	29.77	-95.4	1985	2660001.34511
Indianapolis	United States of America	39.81	-86.13	1985	880001.060786
Jacksonville, Florida	United States of America	30.33	-81.65	1985	670001.877561
Kansas City	United States of America	38.99	-94.62	1985	1150001.83875
Las Vegas	United States of America	36.17	-115.13	1985	560001.113161
Los Angeles-Long Beach-Santa Ana	United States of America	34.0	-118.25	1985	10180001.2341
Louisville	United States of America	38.25	-85.76	1985	760001.008936
Memphis	United States of America	35.11	-90.0	1985	800001.461534
Miami	United States of America	25.83	-80.27	1985	3520001.11201
Milwaukee	United States of America	43.06	-87.99	1985	1220001.66788
Minneapolis-St. Paul	United States of America	44.92	-93.3	1985	1940001.94125
Nashville-Davidson	United States of America	36.14	-86.81	1985	550001.130391
New Orleans	United States of America	29.95	-90.09	1985	1060001.20397
New York-Newark	United States of America	40.7	-73.9	1985	15830001.6
Oklahoma City	United States of America	35.48	-97.53	1985	660001.465379
Orlando	United States of America	28.54	-81.37	1985	720001.098201
Philadelphia	United States of America	39.92	-75.21	1985	4630001.90824
Phoenix-Mesa	United States of America	33.5	-112.11	1985	1700001.97574
Pittsburgh	United States of America	40.49	-79.99	1985	1740001.08532
Portland	United States of America	45.44	-122.64	1985	1100001.47624
Providence	United States of America	41.81	-71.42	1985	1020001.454
Richmond	United States of America	37.56	-77.47	1985	650001.290086
Riverside-San Bernardino	United States of America	34.12	-117.29	1985	920001.042562
Rochester	United States of America	43.21	-77.63	1985	610001.220811
Sacramento	United States of America	38.56	-121.42	1985	940001.404508
Salt Lake City	United States of America	40.69	-111.89	1985	730001.90063
San Antonio	United States of America	29.42	-98.52	1985	1040001.13002
San Diego	United States of America	32.76	-117.12	1985	2020001.56376
San Francisco-Oakland	United States of America	37.79	-122.38	1985	2800001.28647
San Jose	United States of America	37.3	-121.84	1985	1290001.50183
Seattle	United States of America	47.58	-122.31	1985	1980001.40605
St. Louis	United States of America	38.63	-90.34	1985	1900001.1578
Tampa-St. Petersburg	United States of America	27.99	-82.59	1985	1530001.1763
Tucson	United States of America	32.22	-110.92	1985	510001.521241
Virginia Beach	United States of America	36.83	-76.08	1985	1170001.1479
Washington, D.C.	United States of America	38.89	-76.95	1985	3060001.92156
Ouagadougou	Burkina Faso	12.48	-1.67	1985	420001.490886
Montevideo	Uruguay	-34.92	-56.16	1985	1510001.39408
Tashkent	Uzbekistan	41.24	69.34	1985	1960001.1141
Barquisimeto	Venezuela (Bolivarian Republic of)	10.06	-69.33	1985	670001.543871
Caracas	Venezuela (Bolivarian Republic of)	10.49	-66.89	1985	2690001.67186
Maracaibo	Venezuela (Bolivarian Republic of)	10.64	-71.63	1985	1100001.49291
Maracay	Venezuela (Bolivarian Republic of)	10.24	-67.59	1985	590001.302799
Valencia	Venezuela (Bolivarian Republic of)	10.17	-68.0	1985	870001.692595
Al-Hudaydah	Yemen	14.79	42.94	1985	150001.352772
Sana'a'	Yemen	15.36	44.2	1985	400001.924791
Ta'izz	Yemen	13.57	44.01	1985	170001.316805
Lusaka	Zambia	-15.42	28.17	1985	640001.562822
Sofia	Bulgaria	42.7	23.33	1990	1190001.34041
Mandalay	Myanmar	21.97	96.08	1990	640001.218644
Nay Pyi Taw	Myanmar	19.75	96.1	1990	1.40343278494
Yangon	Myanmar	16.87	96.12	1990	2910001.83994
Minsk	Belarus	53.89	27.57	1990	1610001.75394
Phnum Pénh	Cambodia	11.56	104.91	1990	620001.238257
El Djazaïr	Algeria	36.78	3.05	1990	1910001.22082
Wahran	Algeria	35.74	-0.52	1990	650001.886961
Douala	Cameroon	4.13	9.7	1990	930001.954946
Yaoundé	Cameroon	3.86	11.51	1990	750001.775259
Calgary	Canada	51.03	-114.04	1990	740001.333127
Edmonton	Canada	53.55	-113.5	1990	830001.143396
Montréal	Canada	45.54	-73.65	1990	3150001.33684
Ottawa-Gatineau	Canada	45.37	-75.65	1990	920001.700671
Toronto	Canada	43.72	-79.41	1990	3810001.32723
Vancouver	Canada	49.27	-122.96	1990	1560001.16907
N'Djaména	Chad	12.1	15.24	1990	480001.496935
Santiago	Chile	-33.43	-70.65	1990	4620001.0373
Valparaíso	Chile	-33.02	-71.55	1990	730001.948095
Anshan, Liaoning	China	41.11	122.97	1990	1440001.29372
Anshun	China	26.25	105.93	1990	660001.805184
Anyang	China	36.1	114.33	1990	620001.871861
Baoding	China	38.85	115.48	1990	600001.017027
Baotou	China	40.65	109.8	1990	1230001.51568
Beijing	China	39.9	116.38	1990	7360001.09017
Bengbu	China	32.93	117.35	1990	700001.875557
Benxi	China	41.3	123.77	1990	940001.316798
Changchun	China	43.88	125.31	1990	2190001.6656
Changde	China	29.03	111.68	1990	1180001.06114
Changsha, Hunan	China	28.09	113.0	1990	1330001.92409
Changzhou, Jiangsu	China	31.78	119.97	1990	730001.584101
Chengdu	China	30.67	104.07	1990	2960001.99056
Chifeng	China	42.27	118.95	1990	990001.292836
Chongqing	China	29.54	106.52	1990	3120001.66558
Dalian	China	39.03	121.59	1990	2470001.28537
Dandong	China	40.11	124.38	1990	660001.346653
Daqing	China	46.58	125.0	1990	1000001.00694
Datong, Shanxi	China	40.06	113.28	1990	1280001.2419
Dongguan, Guangdong	China	23.03	113.71	1990	1740001.30533
Foshan	China	23.03	113.71	1990	430001.710661
Fushun, Liaoning	China	41.85	123.9	1990	1390001.80504
Fuxin	China	42.01	121.65	1990	740001.067468
Fuyang	China	30.05	119.94	1990	230001.292027
Fuzhou, Fujian	China	26.07	119.3	1990	1400001.8938
Guangzhou, Guangdong	China	23.09	113.29	1990	3920001.65353
Guilin	China	25.27	110.29	1990	560001.790822
Guiyang	China	26.57	106.7	1990	1660001.79222
Haerbin	China	45.75	126.62	1990	2990001.63499
Handan	China	36.6	114.48	1990	1090001.58631
Hangzhou	China	30.25	120.16	1990	1480001.97824
Hefei	China	31.86	117.27	1990	1100001.00797
Hengyang	China	26.9	112.6	1990	700001.594073
Heze	China	35.23	115.43	1990	1200001.21432
Hohhot	China	40.81	111.64	1990	940001.905208
Huai'an	China	33.5	119.13	1990	1110001.48146
Huaibei	China	34.15	116.65	1990	540001.561627
Huainan	China	32.61	116.98	1990	1230001.70044
Huzhou	China	30.86	120.1	1990	1030001.19515
Jiamusi	China	46.83	130.35	1990	660001.156711
Jiaozuo	China	35.24	113.22	1990	600001.303169
Jiaxing	China	30.76	120.75	1990	740001.377171
Jilin	China	43.85	126.56	1990	1320001.58219
Jinan, Shandong	China	36.65	116.96	1990	2400001.55627
Jining, Shandong	China	35.4	116.56	1990	870001.988738
Jinxi, Liaoning	China	41.11	122.05	1990	1350001.05082
Jinzhou	China	41.1	121.13	1990	740001.356074
Jixi, Heilongjiang	China	45.3	130.96	1990	840001.546354
Kaifeng	China	34.79	114.34	1990	690001.530662
Kaohsiung	China	22.6	120.28	1990	1380001.51448
Kunming	China	25.05	102.7	1990	1610001.97017
Langfang	China	39.51	116.7	1990	590001.599224
Lanzhou	China	36.11	103.59	1990	1620001.77534
Leshan	China	29.58	103.75	1990	1070001.57542
Lianyungang	China	41.26	119.16	1990	540001.573394
Liaoyang	China	41.26	123.17	1990	640001.762592
Linfen	China	36.08	111.51	1990	580001.618074
Linyi, Shandong	China	35.05	118.31	1990	1740001.74402
Liuan	China	31.73	116.46	1990	1380001.94058
Liupanshui	China	26.59	104.83	1990	830001.952804
Liuzhou	China	24.31	109.38	1990	750001.360057
Luoyang	China	34.67	112.36	1990	1200001.5793
Luzhou	China	28.88	105.43	1990	410001.334818
Mianyang, Sichuan	China	31.46	104.75	1990	880001.215129
Mudanjiang	China	44.58	129.59	1990	750001.45883
Nanchang	China	28.67	115.88	1990	1260001.6619
Nanchong	China	28.68	115.88	1990	620001.911456
Nanjing, Jiangsu	China	32.04	118.76	1990	2610001.31891
Nanning	China	22.83	108.29	1990	1160001.04136
Nantong	China	32.0	120.83	1990	470001.171114
Nanyang, Henan	China	33.0	112.53	1990	380001.026168
Neijiang	China	29.58	105.06	1990	1290001.98721
Ningbo	China	29.86	121.55	1990	1140001.63689
Pingdingshan, Henan	China	33.73	113.3	1990	1000001.07575
Pingxiang, Jiangxi	China	27.63	113.85	1990	570001.036066
Qingdao	China	36.14	120.43	1990	2100001.72979
Qinhuangdao	China	39.93	119.6	1990	520001.677819
Qiqihaer	China	47.34	123.96	1990	1400001.80281
Quanzhou	China	24.91	118.58	1990	480001.791008
Shanghai	China	31.24	121.47	1990	8200001.17824
Shangqiu	China	34.41	115.63	1990	240001.783654
Shantou	China	23.36	116.7	1990	880001.379998
Shaoxing	China	30.0	120.58	1990	290001.071323
Shenyang	China	41.8	123.38	1990	4660001.48918
Shenzhen	China	22.55	114.1	1990	880001.564282
Shijiazhuang	China	38.07	114.55	1990	1370001.47132
Suining, Sichuan	China	30.51	105.56	1990	1260001.12127
Suzhou, Anhui	China	33.61	117.0	1990	260001.703714
Suzhou, Jiangsu	China	31.3	120.6	1990	880001.553684
Taian, Shandong	China	36.16	117.11	1990	1410001.69343
Taichung	China	24.14	120.67	1990	750001.430242
Tainan	China	23.01	120.2	1990	680001.19952
Taipei	China	25.03	121.5	1990	2710001.38984
Taiyuan, Shanxi	China	37.89	112.55	1990	2220001.94199
Tangshan, Hebei	China	39.61	118.18	1990	1480001.18643
Tianjin	China	39.12	117.18	1990	5800001.67015
Tianmen	China	30.41	112.85	1990	1480001.29579
Tianshui	China	34.58	105.73	1990	1040001.15607
Tongliao	China	43.61	122.26	1990	670001.123364
Ürümqi (Wulumqi)	China	43.78	87.58	1990	1160001.79979
Weifang	China	36.71	119.1	1990	1150001.08993
Wenzhou	China	27.99	120.65	1990	600001.476392
Wuhan	China	30.57	114.27	1990	3830001.77229
Wuhu, Anhui	China	31.33	118.35	1990	550001.65793
Wuxi, Jiangsu	China	33.0	120.0	1990	1010001.08502
Xiamen	China	24.46	118.07	1990	640001.595461
Xi'an, Shaanxi	China	34.26	108.9	1990	2870001.42804
Xiangfan, Hubei	China	30.4	114.88	1990	490001.655524
Xiantao	China	30.38	113.4	1990	1360001.10487
Xianyang, Shaanxi	China	34.35	108.71	1990	740001.427319
Xingyi, Guizhou	China	24.53	104.31	1990	590001.577869
Xining	China	36.64	101.76	1990	700001.232973
Xinxiang	China	35.3	113.86	1990	610001.387255
Xinyang	China	32.13	114.05	1990	270001.647839
Xinyu	China	27.79	114.92	1990	610001.177215
Xuanzhou	China	27.09	112.71	1990	770001.939281
Xuzhou	China	34.26	117.16	1990	940001.244055
Yancheng, Jiangsu	China	33.38	120.11	1990	500001.358198
Yantai	China	37.45	121.44	1990	840001.134308
Yibin	China	28.76	104.61	1990	680001.968225
Yichang	China	30.7	111.28	1990	490001.335542
Yichun, Heilongjiang	China	47.73	128.9	1990	880001.07018
Yichun, Jiangxi	China	27.8	114.38	1990	840001.22158
Yinchuan	China	38.46	106.26	1990	500001.221996
Yingkou	China	40.66	122.23	1990	570001.318704
Yiyang, Hunan	China	28.58	112.33	1990	1060001.7913
Yongzhou	China	26.21	111.61	1990	950001.026796
Yuci	China	37.68	112.73	1990	470001.024797
Yueyang	China	29.36	113.1	1990	1080001.5096
Yulin, Guangxi	China	22.63	110.15	1990	670001.291243
Zaozhuang	China	34.86	117.55	1990	1790001.5029
Zhangjiakou	China	40.81	114.88	1990	720001.037929
Zhanjiang	China	21.2	110.4	1990	1050001.7168
Zhaotong	China	27.31	103.71	1990	620001.487145
Zhengzhou	China	34.75	113.64	1990	1750001.05144
Zhenjiang, Jiangsu	China	32.2	119.41	1990	490001.96575
Zhuhai	China	22.27	113.56	1990	330001.218367
Zhuzhou	China	27.85	113.13	1990	580001.920613
Zibo	China	36.78	118.05	1990	2480001.79194
Zigong	China	29.4	104.78	1990	980001.634717
Zunyi	China	27.68	106.9	1990	390001.906629
Barranquilla	Colombia	10.98	-74.8	1990	1230001.74867
Bogotá	Colombia	4.63	-74.08	1990	4740001.93194
Bucaramanga	Colombia	7.11	-73.11	1990	650001.717234
Cali	Colombia	3.45	-76.52	1990	1550001.24995
Cartagena	Colombia	10.41	-75.53	1990	560001.147512
Medellín	Colombia	6.24	-75.59	1990	2140001.87224
Brazzaville	Congo	-4.28	15.28	1990	700001.697215
Kananga	Democratic Republic of the Congo	-5.89	22.4	1990	370001.705912
Kinshasa	Democratic Republic of the Congo	-4.32	15.29	1990	3450001.02902
Lubumbashi	Democratic Republic of the Congo	-11.68	27.54	1990	690001.025967
Mbuji-Mayi	Democratic Republic of the Congo	-6.14	23.66	1990	610001.663401
San José	Costa Rica	9.93	-84.07	1990	740001.072741
La Habana	Cuba	23.04	-82.41	1990	2110001.02857
Praha	Czech Republic	50.1	14.45	1990	1210001.70159
Cotonou	Benin	6.35	2.43	1990	500001.668257
København	Denmark	55.71	12.54	1990	1040001.35364
Santo Domingo	Dominican Republic	18.48	-69.89	1990	1520001.91276
Guayaquil	Ecuador	-2.2	-79.9	1990	1570001.50427
Quito	Ecuador	-0.22	-78.52	1990	1090001.6426
San Salvador	El Salvador	13.7	-89.2	1990	970001.661132
Addis Ababa	Ethiopia	9.02	38.7	1990	1790001.60645
Huambo	Angola	-12.76	15.73	1990	330001.113908
Luanda	Angola	-8.81	13.23	1990	1570001.95906
Helsinki	Finland	60.19	24.97	1990	870001.813503
Bordeaux	France	44.84	-0.59	1990	700001.850738
Lille	France	50.63	3.06	1990	960001.30009
Lyon	France	45.74	4.85	1990	1260001.68835
Marseille-Aix-en-Provence	France	43.28	5.38	1990	1300001.08794
Nice-Cannes	France	43.55	7.01	1990	850001.30361
Paris	France	48.88	2.43	1990	9330001.4388
Toulouse	France	43.59	1.43	1990	650001.036899
Tbilisi	Georgia	41.72	44.78	1990	1220001.68197
Berlin	Germany	52.51	13.32	1990	3420001.60826
Hamburg	Germany	53.57	10.02	1990	1640001.16168
Köln	Germany	50.94	6.93	1990	950001.732613
München	Germany	48.14	11.54	1990	1220001.84136
Accra	Ghana	5.55	-0.2	1990	1200001.37368
Kumasi	Ghana	6.68	-1.62	1990	700001.747265
Athínai	Greece	37.94	23.65	1990	3070001.5965
Thessaloniki	Greece	40.62	22.79	1990	750001.707299
Baku	Azerbaijan	40.32	49.81	1990	1730001.58326
Buenos Aires	Argentina	-34.62	-58.44	1990	10510001.6896
Córdoba	Argentina	-31.31	-64.17	1990	1200001.80983
Mendoza	Argentina	-32.89	-68.83	1990	760001.502997
Rosario	Argentina	-32.93	-60.66	1990	1080001.87548
San Miguel de Tucumán	Argentina	-26.82	-65.21	1990	610001.04571
Ciudad de Guatemala (Guatemala City)	Guatemala	14.61	-90.52	1990	800001.873576
Conakry	Guinea	9.54	-13.67	1990	900001.929459
Port-au-Prince	Haiti	18.52	-72.34	1990	1130001.02799
Tegucigalpa	Honduras	14.09	-87.2	1990	580001.114269
Hong Kong	China, Hong Kong Special Administrative Region	22.27	114.17	1990	5680001.22356
Budapest	Hungary	47.51	19.09	1990	2000001.0873
Agra	India	27.18	78.02	1990	930001.523713
Ahmadabad	India	23.03	72.56	1990	3260001.80352
Aligarh	India	27.88	78.08	1990	470001.905201
Allahabad	India	25.45	81.85	1990	830001.051295
Amritsar	India	31.63	74.87	1990	730001.727893
Asansol	India	23.68	86.98	1990	730001.502378
Aurangabad	India	19.78	75.29	1990	570001.410876
Bangalore	India	12.97	77.58	1990	4040001.15218
Bareilly	India	28.55	80.12	1990	600001.861643
Bhiwandi	India	19.29	73.06	1990	360001.593859
Bhopal	India	23.22	77.41	1990	1050001.98626
Bhubaneswar	India	20.26	85.83	1990	400001.751714
Chandigarh	India	30.73	76.78	1990	560001.060617
Chennai	India	13.06	80.24	1990	5340001.99799
Coimbatore	India	11.01	76.97	1990	1090001.04649
Delhi	India	28.66	77.21	1990	8210001.45355
Dhanbad	India	23.8	86.45	1990	800001.920246
Durg-Bhilainagar	India	21.22	81.43	1990	670001.6731
Faridabad	India	28.42	77.3	1990	590001.306115
Ghaziabad	India	28.67	77.42	1990	490001.323925
Guwahati	India	26.17	91.77	1990	560001.259888
Gwalior	India	26.14	78.1	1990	710001.850504
Hubli-Dharwad	India	15.36	75.08	1990	640001.908032
Hyderabad	India	17.39	78.48	1990	4190001.55345
Indore	India	22.42	75.54	1990	1090001.35048
Jabalpur	India	23.15	79.97	1990	880001.121444
Jaipur	India	26.9	75.8	1990	1480001.40137
Jalandhar	India	31.32	75.57	1990	500001.356301
Jammu	India	33.45	76.24	1990	360001.518942
Jamshedpur	India	22.8	86.18	1990	820001.286458
Jodhpur	India	26.28	73.02	1990	650001.325563
Kanpur	India	26.45	80.31	1990	2000001.20576
Kochi	India	9.97	76.27	1990	1100001.11957
Kolkata	India	22.54	88.33	1990	10890001.6544
Kota	India	25.18	75.83	1990	520001.747388
Kozhikode	India	26.28	75.77	1990	780001.468471
Lucknow	India	26.84	80.91	1990	1610001.19285
Ludhiana	India	30.91	75.85	1990	1010001.56899
Madurai	India	9.91	78.12	1990	1070001.3155
Meerut	India	28.99	77.7	1990	820001.251544
Moradabad	India	28.83	78.78	1990	440001.467405
Mumbai	India	19.07	72.82	1990	12310001.465
Mysore	India	12.3	76.65	1990	640001.532399
Nagpur	India	21.15	79.08	1990	1640001.56392
Nashik	India	20.02	73.5	1990	700001.657971
Patna	India	25.61	85.13	1990	1090001.0903
Pune	India	18.53	73.85	1990	2430001.46357
Raipur	India	21.23	81.63	1990	450001.831406
Rajkot	India	22.3	70.78	1990	640001.780727
Ranchi	India	23.35	85.33	1990	610001.709479
Salem	India	11.65	78.16	1990	570001.895504
Solapur	India	17.68	75.92	1990	610001.586806
Srinagar	India	34.08	74.8	1990	730001.877828
Surat	India	21.16	72.83	1990	1470001.27396
Thiruvananthapuram	India	8.48	76.95	1990	800001.565516
Tiruchirappalli	India	10.81	78.69	1990	700001.818429
Vadodara	India	22.3	73.2	1990	1100001.37538
Varanasi	India	25.28	82.95	1990	1010001.54504
Vijayawada	India	16.51	80.61	1990	820001.345867
Visakhapatnam	India	17.74	83.33	1990	1020001.99351
Adelaide	Australia	-34.81	138.52	1990	1050001.51352
Brisbane	Australia	-27.45	153.02	1990	1330001.82203
Melbourne	Australia	-37.85	145.07	1990	3120001.21794
Perth	Australia	-31.95	115.85	1990	1160001.15104
Sydney	Australia	-33.88	151.02	1990	3630001.31193
Bandar Lampung	Indonesia	-5.45	105.26	1990	450001.873884
Bandung	Indonesia	-6.91	107.6	1990	2040001.09947
Bogor	Indonesia	-6.6	106.8	1990	600001.308805
Jakarta	Indonesia	-6.16	106.8	1990	8180001.13225
Malang	Indonesia	-7.98	112.62	1990	690001.686874
Medan	Indonesia	3.58	98.67	1990	1720001.98616
Padang	Indonesia	-0.95	100.35	1990	630001.855339
Palembang	Indonesia	-2.99	104.75	1990	1130001.65624
Pekan Baru	Indonesia	0.53	101.45	1990	390001.213356
Semarang	Indonesia	-6.97	110.42	1990	1240001.5187
Surabaya	Indonesia	-7.39	112.68	1990	2470001.55259
Ujung Pandang	Indonesia	-5.13	119.41	1990	820001.291895
Ahvaz	Iran (Islamic Republic of)	31.31	48.68	1990	680001.560467
Esfahan	Iran (Islamic Republic of)	32.65	51.67	1990	1090001.73781
Karaj	Iran (Islamic Republic of)	35.81	50.96	1990	690001.968045
Kermanshah	Iran (Islamic Republic of)	34.3	47.05	1990	610001.762704
Mashhad	Iran (Islamic Republic of)	36.28	59.59	1990	1680001.64291
Qom	Iran (Islamic Republic of)	34.65	50.88	1990	620001.13793
Shiraz	Iran (Islamic Republic of)	29.6	52.53	1990	950001.790571
Tabriz	Iran (Islamic Republic of)	38.08	46.28	1990	1060001.56354
Tehran	Iran (Islamic Republic of)	35.77	51.44	1990	6360001.69508
Al-Basrah	Iraq	30.5	47.76	1990	470001.499742
Al-Mawsil	Iraq	36.33	43.13	1990	740001.431445
Baghdad	Iraq	33.33	44.39	1990	4090001.66506
Irbil	Iraq	36.16	44.01	1990	540001.215225
Dublin	Ireland	53.34	-6.25	1990	920001.612359
Hefa	Israel	32.76	35.0	1990	580001.268944
Tel Aviv-Yafo	Israel	32.04	34.76	1990	2030001.89797
Milano	Italy	45.47	9.18	1990	3060001.85489
Napoli	Italy	40.83	14.25	1990	2210001.05163
Palermo	Italy	38.12	13.35	1990	840001.353907
Rome	Italy	41.87	12.51	1990	3450001.82936
Torino	Italy	45.07	7.66	1990	1780001.89005
Abidjan	Côte d'Ivoire	5.32	-4.02	1990	2100001.68941
Fukuoka-Kitakyushu	Japan	33.57	130.4	1990	2490001.54739
Hiroshima	Japan	34.37	132.44	1990	1990001.43757
Kyoto	Japan	35.0	135.75	1990	1760001.67874
Nagoya	Japan	35.15	136.92	1990	2950001.99397
Osaka-Kobe	Japan	34.63	135.51	1990	11040001.7382
Sapporo	Japan	43.05	141.34	1990	2320001.40103
Sendai	Japan	38.25	140.89	1990	2020001.16909
Tokyo	Japan	35.68	139.8	1990	32530001.6899
Almaty	Kazakhstan	43.25	76.91	1990	1080001.92876
Kabul	Afghanistan	34.53	69.13	1990	1310001.04527
Wien	Austria	48.2	16.32	1990	2100001.8661
Amman	Jordan	31.94	35.93	1990	850001.129481
Mombasa	Kenya	-4.05	39.65	1990	480001.239132
Nairobi	Kenya	-1.26	36.8	1990	1380001.86536
Hamhung	Democratic People's Republic of Korea	39.91	127.55	1990	700001.92385
N'ampo	Democratic People's Republic of Korea	38.73	125.4	1990	580001.654127
P'yongyang	Democratic People's Republic of Korea	39.02	125.75	1990	2530001.76393
Bucheon	Republic of Korea	37.5	126.78	1990	650001.315651
Busan	Republic of Korea	35.1	129.03	1990	3780001.7627
Daegu	Republic of Korea	35.86	128.6	1990	2220001.9218
Daejon	Republic of Korea	36.35	127.38	1990	1040001.99416
Goyang	Republic of Korea	37.65	126.8	1990	240001.993836
Gwangju	Republic of Korea	35.16	126.91	1990	1120001.92642
Incheon	Republic of Korea	37.48	126.63	1990	1780001.70492
Seongnam	Republic of Korea	37.43	127.15	1990	530001.0263
Seoul	Republic of Korea	37.54	126.93	1990	10540001.7015
Suweon	Republic of Korea	37.26	127.01	1990	630001.345233
Ulsan	Republic of Korea	35.55	129.31	1990	670001.612321
Al Kuwayt (Kuwait City)	Kuwait	29.38	47.97	1990	1390001.67971
Bishkek	Kyrgyzstan	42.87	74.77	1990	640001.435849
Bayrut	Lebanon	33.88	35.49	1990	1290001.41896
Monrovia	Liberia	6.3	-10.79	1990	1040001.02574
Banghazi	Libyan Arab Jamahiriya	32.12	20.06	1990	610001.24336
Tarabulus	Libyan Arab Jamahiriya	32.9	13.18	1990	1500001.99364
Antananarivo	Madagascar	-18.9	47.52	1990	950001.731591
Johore Bharu	Malaysia	1.5	103.76	1990	420001.798272
Klang	Malaysia	3.03	101.45	1990	340001.862214
Kuala Lumpur	Malaysia	3.14	101.7	1990	1120001.70765
Bamako	Mali	12.65	-7.98	1990	750001.054853
Aguascalientes	Mexico	21.88	-102.29	1990	550001.318573
Chihuahua	Mexico	28.63	-106.07	1990	540001.014318
Ciudad de México	Mexico	19.42	-99.12	1990	15310001.9649
Ciudad Juárez	Mexico	31.73	-106.48	1990	810001.64911
Culiacán	Mexico	24.8	-107.38	1990	610001.163358
Guadalajara	Mexico	20.67	-103.34	1990	3010001.7767
León de los Aldamas	Mexico	21.11	-101.68	1990	960001.942041
Mérida	Mexico	20.97	-89.62	1990	660001.5776
Mexicali	Mexico	32.65	-115.46	1990	610001.504965
Monterrey	Mexico	25.67	-100.31	1990	2590001.26407
Puebla	Mexico	19.04	-98.19	1990	1690001.14254
Querétaro	Mexico	20.58	-100.38	1990	560001.352989
Saltillo	Mexico	25.41	-100.99	1990	490001.778427
